file_name,extension,ID,x_start[px],y_start[px],x_end[px],y_end[px],ang_vel[deg/s]
OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,7,14,48.0,3619.5,2096.0,3587.2,0.03053
OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,8,15,48.0,3427.3,2096.0,3363.0,0.03052
OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,8,16,48.0,3523.4,2096.0,3491.2,0.03052
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,1,1,48.0,192.2,528.0,0.0,0.02948
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,17,2,48.0,1153.1,2096.0,1345.1,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,18,3,48.0,1313.3,2096.0,1505.2,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,19,4,48.0,1473.4,2096.0,1633.3,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,2,5,48.0,736.7,2096.0,896.6,0.004704
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,20,6,48.0,1601.6,2096.0,1793.5,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,3,7,48.0,864.8,2096.0,1056.8,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,4,8,48.0,1025.0,2096.0,1184.9,0.004703
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,5,9,48.0,1138.0,2096.0,1258.0,0.004682
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,6,10,48.0,1261.0,2096.0,1379.0,0.004682
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,7,11,48.0,1387.0,2096.0,1504.0,0.004682
OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,8,12,48.0,1508.0,435.0,1530.0,0.004682
OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,17,1,48.0,3171.1,2096.0,2818.5,0.004797
OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,18,3,48.0,2786.7,1392.0,2551.5,0.004797
OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,3,9,48.0,4003.9,2096.0,3651.3,0.004797
OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,5,13,48.0,352.3,2000.0,0.0,0.004796
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,22,2,48.0,960.9,2096.0,1120.8,0.00239
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,23,3,48.0,1121.1,2096.0,1281.0,0.002392
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,24,4,48.0,1281.2,2096.0,1441.2,0.002394
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,7,6,1792.0,635.9,2096.0,672.4,0.002385
OMEGA.2022-01-08T04:30:31.115.astred.cal.fits,8,7,48.0,640.6,2096.0,832.6,0.002386
OMEGA.2022-01-08T02:47:50.119.astred.cal.fits,5,1,48.0,995.0,2096.0,1112.0,0.004683
OMEGA.2022-01-08T07:33:36.496.astred.cal.fits,6,9,48.0,2850.8,2096.0,3074.7,0.002327
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,15,1,48.0,2438.3,2096.0,452.1,0.3103
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,20,2,784.0,4100.0,2096.0,2818.5,0.3052
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,22,3,544.0,4100.0,2096.0,2594.3,0.3073
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,23,4,48.0,2466.4,2096.0,480.2,0.3063
OMEGA.2022-01-08T08:08:42.272.astred.cal.fits,24,5,48.0,352.3,416.0,0.0,0.3058
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,14,1,144.0,3753.1,2096.0,4007.6,0.004426
OMEGA.2022-01-08T07:39:40.827.astred.cal.fits,15,2,48.0,3975.8,2096.0,4200.0,0.004417
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,22,1,48.0,1748.0,2096.0,1869.0,0.004682
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,23,2,48.0,1878.0,2096.0,1994.0,0.004682
OMEGA.2022-01-08T02:53:55.149.astred.cal.fits,24,3,48.0,2001.0,2096.0,2116.0,0.004682
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,5,3,48.0,256.3,2096.0,448.2,0.002381
OMEGA.2022-01-08T04:24:26.654.astred.cal.fits,6,4,48.0,416.4,2096.0,576.3,0.002383
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,14,2,48.0,2502.3,2096.0,2341.9,0.004772
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,15,3,48.0,2310.2,2096.0,2117.7,0.004772
OMEGA.2022-01-08T03:57:58.470.astred.cal.fits,16,4,48.0,2085.9,432.0,2027.9,0.004772
OMEGA.2022-01-11T06:44:58.104.fits,10,1,832.0,4200.0,1280.0,100.0,0.1222
OMEGA.2022-01-11T06:44:58.104.fits,14,2,336.0,4200.0,784.0,100.0,0.1222
OMEGA.2022-01-11T06:44:58.104.fits,2,3,1776.0,4100.0,2096.0,1184.9,0.1224
OMEGA.2022-01-11T06:44:58.104.fits,6,5,1296.0,4100.0,1728.0,0.0,0.1223
OMEGA.2022-01-11T08:06:27.669.fits,20,1,688.0,4100.0,912.0,0.0,0.3046
OMEGA.2022-01-11T08:06:27.669.fits,24,2,432.0,4100.0,656.0,0.0,0.3053
OMEGA.2022-01-11T08:06:27.669.fits,28,3,176.0,4200.0,416.0,100.0,0.3061
OMEGA.2022-01-11T07:04:39.488.fits,11,1,592.0,100.0,2096.0,2790.4,0.01152
OMEGA.2022-01-11T07:04:39.488.fits,12,3,48.0,2918.8,752.0,4200.0,0.01151
OMEGA.2022-01-11T07:04:39.488.fits,16,6,944.0,100.0,2096.0,2149.7,0.01151
OMEGA.2022-01-11T07:04:39.488.fits,29,8,48.0,2278.1,1120.0,4200.0,0.01151
OMEGA.2022-01-11T07:04:39.488.fits,7,10,48.0,3171.1,560.0,4100.0,0.01152
OMEGA.2022-01-28T05:37:58.824.fits,22,1,432.0,3529.4,2096.0,3138.8,0.004612
OMEGA.2022-01-28T05:37:58.824.fits,23,2,48.0,3075.0,2096.0,2594.3,0.004613
OMEGA.2022-01-28T04:04:03.968.fits,24,7,1152.0,4100.0,2096.0,1377.1,0.03823
OMEGA.2022-01-28T04:04:03.968.fits,28,11,48.0,3239.1,1136.0,100.0,0.03832
OMEGA.2022-01-28T00:48:51.656.fits,24,1,224.0,4100.0,2096.0,736.5,0.6718
OMEGA.2022-01-28T00:48:51.656.fits,27,2,48.0,4200.0,2096.0,580.2,0.6699
OMEGA.2022-01-28T00:48:51.656.fits,29,4,1888.0,4200.0,2096.0,3847.4,0.6669
OMEGA.2022-01-28T00:48:51.656.fits,30,5,48.0,3655.5,2016.0,100.0,0.6679
OMEGA.2022-01-28T06:25:57.762.fits,32,3,976.0,4200.0,2096.0,2630.2,0.009877
OMEGA.2022-01-28T03:04:55.278.fits,10,1,48.0,2694.5,2096.0,2149.7,0.006097
OMEGA.2022-01-28T03:04:55.278.fits,11,2,48.0,2085.9,2096.0,1541.2,0.006076
OMEGA.2022-01-28T03:04:55.278.fits,9,5,48.0,3303.1,2096.0,2758.3,0.006123
OMEGA.2022-01-28T01:14:00.010.fits,25,6,1696.0,4200.0,752.0,100.0,0.292
OMEGA.2022-01-28T01:14:00.010.fits,29,8,2096.0,1477.1,1776.0,100.0,0.292
OMEGA.2022-01-28T01:14:00.010.fits,30,9,592.0,4200.0,48.0,1829.7,0.292
OMEGA.2022-01-28T01:14:00.010.fits,4,10,1840.0,4100.0,880.0,0.0,0.292
OMEGA.2022-01-28T01:14:00.010.fits,8,12,2096.0,704.4,1936.0,0.0,0.292
OMEGA.2022-01-28T01:32:13.553.fits,12,2,1120.0,4200.0,48.0,612.5,0.1352
OMEGA.2022-01-28T01:32:13.553.fits,16,4,2096.0,2918.5,1232.0,100.0,0.1354
OMEGA.2022-01-28T01:32:13.553.fits,2,5,2096.0,1857.6,1520.0,0.0,0.1344
OMEGA.2022-01-28T01:32:13.553.fits,29,7,336.0,4200.0,48.0,3175.0,0.1356
OMEGA.2022-01-28T01:32:13.553.fits,3,8,640.0,4100.0,48.0,2114.1,0.1346
OMEGA.2022-01-28T01:32:13.553.fits,7,9,2000.0,4100.0,736.0,0.0,0.1348
OMEGA.2022-01-28T01:58:56.878.fits,11,3,880.0,4200.0,512.0,100.0,0.2417
OMEGA.2022-01-28T01:58:56.878.fits,15,4,1264.0,4200.0,912.0,100.0,0.2414
OMEGA.2022-01-28T01:58:56.878.fits,7,7,512.0,4100.0,144.0,0.0,0.2419
OMEGA.2022-01-28T03:30:36.453.fits,13,1,48.0,3367.2,2096.0,3399.0,0.03155
OMEGA.2022-01-28T03:30:36.453.fits,14,2,48.0,3367.2,2096.0,3431.0,0.03156
OMEGA.2022-01-28T03:30:36.453.fits,15,3,48.0,3399.2,2096.0,3431.0,0.03156
OMEGA.2022-01-28T03:30:36.453.fits,16,4,48.0,3399.2,2096.0,3463.0,0.03156
OMEGA.2022-01-28T03:30:36.453.fits,29,5,48.0,3431.2,2096.0,3495.1,0.03156
OMEGA.2022-01-28T03:30:36.453.fits,30,6,48.0,3463.3,2096.0,3495.1,0.03157
OMEGA.2022-01-28T03:30:36.453.fits,31,7,48.0,3463.3,2096.0,3527.1,0.03157
OMEGA.2022-01-28T03:30:36.453.fits,32,8,48.0,3495.3,2096.0,3559.1,0.03157
OMEGA.2022-01-28T04:54:27.987.fits,30,2,48.0,4039.8,2096.0,3270.8,0.01338
OMEGA.2022-01-28T04:54:27.987.fits,31,3,48.0,3207.0,2096.0,2438.0,0.01335
OMEGA.2022-01-28T04:54:27.987.fits,32,4,48.0,2374.2,2096.0,1637.2,0.01332
OMEGA.2022-01-28T03:06:39.858.fits,22,3,912.0,4100.0,2096.0,3779.4,0.005987
OMEGA.2022-01-28T03:06:39.858.fits,23,4,48.0,3747.7,2096.0,3202.9,0.005967
OMEGA.2022-01-28T03:06:39.858.fits,26,6,48.0,292.2,784.0,100.0,0.006
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,22,1,48.0,2914.8,1024.0,4100.0,0.2114
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,26,3,1072.0,100.0,2096.0,1316.9,0.2115
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,27,4,48.0,1413.3,2096.0,3847.4,0.2116
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,3,6,224.0,0.0,2096.0,2209.9,0.2111
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,32,7,544.0,100.0,2096.0,1957.6,0.2117
OMEGA.2022-01-06T02:13:19.028.astred.cal.fits,4,8,48.0,2306.2,1552.0,4100.0,0.2112
OMEGA.2022-01-10T05:04:04.280.fits,17,1,48.0,2722.7,2096.0,3715.4,0.02327
OMEGA.2022-01-10T05:04:04.280.fits,18,2,48.0,3715.6,816.0,4100.0,0.02328
OMEGA.2022-01-10T05:04:04.280.fits,2,5,496.0,0.0,2096.0,736.5,0.02324
OMEGA.2022-01-10T05:04:04.280.fits,22,7,1600.0,0.0,2096.0,224.0,0.02329
OMEGA.2022-01-10T05:04:04.280.fits,23,8,48.0,256.2,2096.0,1216.9,0.02329
OMEGA.2022-01-10T05:04:04.280.fits,24,9,48.0,1249.2,2096.0,2209.9,0.0233
OMEGA.2022-01-10T05:04:04.280.fits,3,10,48.0,768.8,2096.0,1729.4,0.02325
OMEGA.2022-01-10T05:04:04.280.fits,4,11,48.0,1761.7,2096.0,2722.4,0.02326
OMEGA.2022-01-10T05:53:40.078.fits,18,5,48.0,1345.3,2000.0,4100.0,0.01004
OMEGA.2022-01-10T05:53:40.078.fits,23,6,128.0,0.0,2096.0,2722.4,0.01004
OMEGA.2022-01-10T05:53:40.078.fits,24,7,48.0,2818.8,944.0,4100.0,0.01004
OMEGA.2022-01-10T05:10:08.961.fits,24,1,112.0,4100.0,2096.0,384.1,0.1846
OMEGA.2022-01-10T05:10:08.961.fits,27,2,48.0,4200.0,2096.0,356.0,0.1852
OMEGA.2022-01-10T05:10:08.961.fits,30,4,48.0,3783.6,2000.0,100.0,0.1859
OMEGA.2022-01-23T01:42:39.745.fits,22,2,1408.0,4100.0,752.0,0.0,0.287
OMEGA.2022-01-23T01:42:39.745.fits,26,3,2096.0,4200.0,1392.0,100.0,0.287
OMEGA.2022-01-23T01:42:39.745.fits,31,4,608.0,4200.0,48.0,516.4,0.2868
OMEGA.2022-01-23T02:50:43.036.fits,5,1,48.0,288.3,720.0,330.8,0.004641
OMEGA.2022-01-23T03:54:53.197.fits,13,1,48.0,2854.7,2096.0,2918.5,0.03152
OMEGA.2022-01-23T04:41:56.914.fits,10,1,1552.0,100.0,2096.0,388.0,0.02381
OMEGA.2022-01-23T04:41:56.914.fits,11,2,48.0,420.3,2096.0,1541.2,0.02382
OMEGA.2022-01-23T04:41:56.914.fits,12,3,48.0,1573.4,2096.0,2662.2,0.02383
OMEGA.2022-01-23T04:41:56.914.fits,25,4,48.0,2694.5,2096.0,3815.4,0.02385
OMEGA.2022-01-23T04:41:56.914.fits,26,5,48.0,3815.6,704.0,4200.0,0.02385
OMEGA.2022-01-23T04:41:56.914.fits,30,7,1392.0,100.0,2096.0,484.1,0.02386
OMEGA.2022-01-23T04:41:56.914.fits,31,8,48.0,484.4,2096.0,1605.2,0.02387
OMEGA.2022-01-23T04:41:56.914.fits,32,9,48.0,1637.5,2096.0,2758.3,0.02388
OMEGA.2022-01-23T04:41:56.914.fits,5,10,48.0,2178.1,2096.0,3331.0,0.02379
OMEGA.2022-01-23T04:41:56.914.fits,6,11,48.0,3331.2,1456.0,4100.0,0.0238
OMEGA.2022-01-23T02:52:27.756.fits,6,2,1648.0,537.5,2096.0,576.3,0.00464
OMEGA.2022-01-23T02:52:27.756.fits,7,3,48.0,576.6,2096.0,704.4,0.00464
OMEGA.2022-01-23T02:52:27.756.fits,8,4,48.0,704.7,2096.0,832.6,0.00464
OMEGA.2022-01-23T01:20:05.381.fits,10,1,1296.0,100.0,2096.0,900.5,0.6716
OMEGA.2022-01-23T01:20:05.381.fits,11,2,48.0,932.8,2096.0,3014.6,0.6721
OMEGA.2022-01-23T01:20:05.381.fits,12,3,48.0,3046.9,1184.0,4200.0,0.6726
OMEGA.2022-01-23T01:20:05.381.fits,16,4,1536.0,100.0,2096.0,644.3,0.673
OMEGA.2022-01-23T01:20:05.381.fits,29,6,48.0,708.6,2096.0,2758.3,0.6735
OMEGA.2022-01-23T01:20:05.381.fits,3,7,48.0,3555.5,1904.0,0.0,0.6532
OMEGA.2022-01-23T01:20:05.381.fits,30,8,48.0,2822.7,1392.0,4200.0,0.6741
OMEGA.2022-01-23T01:20:05.381.fits,5,9,1728.0,4100.0,2096.0,3427.1,0.6501
OMEGA.2022-01-23T01:20:05.381.fits,5,10,48.0,736.7,2096.0,2818.5,0.6706
OMEGA.2022-01-23T01:20:05.381.fits,6,11,48.0,3235.2,1728.0,0.0,0.6511
OMEGA.2022-01-23T01:20:05.381.fits,6,12,48.0,2882.8,1280.0,4100.0,0.6712
OMEGA.2022-01-23T01:20:05.381.fits,9,13,48.0,3303.1,1712.0,100.0,0.6491
OMEGA.2022-01-23T02:54:13.447.fits,22,1,304.0,997.0,2096.0,1120.8,0.00464
OMEGA.2022-01-23T02:54:13.447.fits,23,2,48.0,1089.1,2096.0,1249.0,0.00464
OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,22,1,48.0,1185.2,2096.0,800.5,0.003245
OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,23,2,48.0,768.8,2096.0,384.1,0.003242
OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,24,3,48.0,320.3,1760.0,0.0,0.00324
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,10,1,48.0,900.8,2096.0,836.5,0.03067
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,11,2,48.0,804.7,2096.0,772.4,0.03066
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,12,3,48.0,740.6,2096.0,676.3,0.03065
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,25,4,48.0,644.5,2096.0,612.2,0.03064
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,26,5,48.0,580.5,2096.0,516.2,0.03063
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,27,6,48.0,484.4,2096.0,452.1,0.03062
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,28,7,48.0,420.3,2096.0,388.0,0.03061
OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,9,8,48.0,964.8,2096.0,932.6,0.03068
OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,5,1,48.0,3427.3,2096.0,3042.7,0.003258
OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,6,2,48.0,2978.9,2096.0,2594.3,0.003255
OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,7,3,48.0,2562.5,2096.0,2145.8,0.003252
OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,8,4,48.0,2114.1,320.0,2054.3,0.003251
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,22,1,48.0,1761.0,2096.0,1884.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,23,2,48.0,1888.0,2096.0,2005.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,24,3,48.0,2011.0,1535.0,2097.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,5,4,48.0,1143.0,2096.0,1263.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,6,5,48.0,1265.0,2096.0,1383.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,7,6,48.0,1394.0,2096.0,1508.0,0.004682
OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,8,7,48.0,1512.0,2096.0,1628.0,0.004682
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,10,1,48.0,2758.6,2096.0,1765.4,0.06593
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,11,2,48.0,1701.6,2096.0,708.3,0.06605
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,12,3,48.0,644.5,1168.0,100.0,0.06614
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,20,4,1728.0,4100.0,2096.0,3939.6,0.06669
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,22,5,48.0,2562.5,2096.0,1601.3,0.06641
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,23,6,48.0,1505.5,2096.0,544.3,0.06653
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,24,7,48.0,448.4,976.0,0.0,0.06662
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,8,9,1248.0,4100.0,2096.0,3715.4,0.0662
OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,9,10,48.0,3815.6,2096.0,2822.4,0.06581
OMEGA.2022-01-05T03:49:22.562.fits,17,1,48.0,3747.7,544.0,4100.0,0.03606
OMEGA.2022-01-05T03:49:22.562.fits,2,2,816.0,0.0,2096.0,864.6,0.03596
OMEGA.2022-01-05T03:49:22.562.fits,22,3,48.0,704.7,2096.0,2113.8,0.03613
OMEGA.2022-01-05T03:49:22.562.fits,23,4,48.0,2146.1,2096.0,3555.2,0.03617
OMEGA.2022-01-05T03:49:22.562.fits,24,5,48.0,3587.5,800.0,4100.0,0.0362
OMEGA.2022-01-05T03:49:22.562.fits,28,6,864.0,100.0,2096.0,932.6,0.03622
OMEGA.2022-01-05T03:49:22.562.fits,3,7,48.0,896.9,2096.0,2274.0,0.036
OMEGA.2022-01-05T03:49:22.562.fits,4,8,48.0,2306.3,2096.0,3715.4,0.03604
OMEGA.2022-01-05T03:21:06.797.fits,13,1,48.0,1477.3,2096.0,1669.3,0.004649
OMEGA.2022-01-05T03:21:06.797.fits,14,2,48.0,1637.5,2096.0,1797.4,0.004649
OMEGA.2022-01-05T03:21:06.797.fits,15,3,48.0,1765.6,2096.0,1925.5,0.004649
OMEGA.2022-01-05T03:21:06.797.fits,16,4,48.0,1893.8,2096.0,2085.7,0.004649
OMEGA.2022-01-05T03:21:06.797.fits,29,6,48.0,2053.9,2096.0,2213.8,0.004649
OMEGA.2022-01-05T03:21:06.797.fits,30,8,48.0,2182.0,2096.0,2341.9,0.004648
OMEGA.2022-01-05T03:21:06.797.fits,31,9,48.0,2342.2,2096.0,2502.1,0.004648
OMEGA.2022-01-05T03:21:06.797.fits,32,10,48.0,2470.3,2096.0,2630.2,0.004648
OMEGA.2022-01-05T06:36:26.320.fits,12,2,48.0,3655.5,2096.0,3591.2,0.004875
OMEGA.2022-01-05T06:36:26.320.fits,25,6,48.0,3559.4,2096.0,3463.0,0.00486
OMEGA.2022-01-05T06:36:26.320.fits,26,7,48.0,3431.2,2096.0,3334.9,0.004845
OMEGA.2022-01-05T06:36:26.320.fits,27,8,48.0,3303.1,2096.0,3206.8,0.00483
OMEGA.2022-01-05T06:36:26.320.fits,28,9,48.0,3175.0,2096.0,3110.7,0.004815
OMEGA.2022-01-05T06:08:00.955.fits,20,2,48.0,512.5,1424.0,4100.0,0.1445
OMEGA.2022-01-05T06:08:00.955.fits,5,6,48.0,1089.1,944.0,654.6,0.01095
OMEGA.2022-01-05T06:01:56.454.fits,2,1,704.0,4100.0,2096.0,1152.9,0.2033
OMEGA.2022-01-05T06:01:56.454.fits,3,3,48.0,928.9,480.0,0.0,0.2029
OMEGA.2022-01-05T06:01:56.454.fits,5,5,768.0,4100.0,2096.0,1281.0,0.204
OMEGA.2022-01-05T06:01:56.454.fits,6,6,48.0,1057.0,544.0,0.0,0.2037
OMEGA.2022-01-05T06:01:56.454.fits,9,7,48.0,1605.5,752.0,100.0,0.2044
OMEGA.2022-01-05T06:56:39.953.fits,20,1,752.0,4100.0,1376.0,3960.6,0.004797
OMEGA.2022-01-05T06:56:39.953.fits,22,3,48.0,576.6,2096.0,191.9,0.004797
OMEGA.2022-01-05T06:56:39.953.fits,23,4,48.0,160.2,944.0,0.0,0.004797
OMEGA.2022-01-05T06:56:39.953.fits,5,7,48.0,2594.5,2096.0,2241.9,0.004796
OMEGA.2022-01-05T06:56:39.953.fits,6,10,48.0,2210.2,2096.0,1825.5,0.004796
OMEGA.2022-01-05T06:56:39.953.fits,7,11,48.0,1793.8,2096.0,1409.1,0.004797
OMEGA.2022-01-05T06:14:06.166.fits,12,1,48.0,4135.9,1360.0,100.0,0.2572
OMEGA.2022-01-05T06:14:06.166.fits,15,2,704.0,4200.0,2096.0,100.0,0.258
OMEGA.2022-01-05T06:14:06.166.fits,17,3,48.0,1153.1,2096.0,159.9,0.011
OMEGA.2022-01-05T06:14:06.166.fits,17,4,688.0,4100.0,2032.0,0.0,0.2557
OMEGA.2022-01-05T06:14:06.166.fits,4,8,1488.0,1528.0,2096.0,1216.9,0.011
OMEGA.2022-01-05T06:14:06.166.fits,8,9,1376.0,4100.0,2096.0,1921.6,0.2567
OMEGA.2022-01-30T03:25:27.748.fits,10,2,48.0,260.2,2096.0,740.4,0.09195
OMEGA.2022-01-30T03:25:27.748.fits,11,3,48.0,740.6,2096.0,1220.8,0.09203
OMEGA.2022-01-30T03:25:27.748.fits,12,4,48.0,1221.1,2096.0,1701.3,0.09212
OMEGA.2022-01-30T03:25:27.748.fits,25,8,48.0,1669.5,2096.0,2181.8,0.0922
OMEGA.2022-01-30T03:25:27.748.fits,26,9,48.0,2150.0,2096.0,2630.2,0.09228
OMEGA.2022-01-30T03:25:27.748.fits,27,10,48.0,2630.5,2096.0,3110.7,0.09236
OMEGA.2022-01-30T03:25:27.748.fits,28,11,48.0,3110.9,2096.0,3591.2,0.09244
OMEGA.2022-01-30T03:25:27.748.fits,5,12,48.0,3843.8,1168.0,4100.0,0.09185
OMEGA.2022-01-30T03:25:27.748.fits,9,13,1360.0,100.0,2096.0,259.9,0.09189
OMEGA.2022-01-30T02:58:58.254.fits,10,2,48.0,100.0,2096.0,259.9,0.004607
OMEGA.2022-01-30T02:58:58.254.fits,11,3,48.0,228.1,2096.0,356.0,0.004607
OMEGA.2022-01-30T01:49:15.032.fits,10,1,544.0,100.0,2096.0,1381.0,0.1427
OMEGA.2022-01-30T01:49:15.032.fits,11,3,48.0,1413.3,2096.0,3142.7,0.143
OMEGA.2022-01-30T01:49:15.032.fits,12,4,48.0,3207.0,1232.0,4200.0,0.1432
OMEGA.2022-01-30T01:49:15.032.fits,16,6,1664.0,100.0,2096.0,452.1,0.1434
OMEGA.2022-01-30T01:49:15.032.fits,29,7,48.0,516.4,2096.0,2245.8,0.1435
OMEGA.2022-01-30T01:49:15.032.fits,30,8,48.0,2278.1,2096.0,4007.6,0.1438
OMEGA.2022-01-30T01:49:15.032.fits,5,9,48.0,1921.9,2096.0,3619.3,0.1424
OMEGA.2022-01-30T01:49:15.032.fits,6,11,48.0,3715.6,496.0,4100.0,0.1426
